Code HB ,Locality,PracticeID,BNFCode,BNFName,Items,NIC,ActCost,Quantity,DDD,ADQ,Period,Health Board,date
7A3,6A5,W98002,1502010J0AAELEL,Lido_Medic Plastr 5%,2,168.98,156.2132,70,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98006,0407030ACBBAAAA,Versatis_Medic Plastr 5%,2,289.68,267.7762,120,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98006,1502010J0AAELEL,Lido_Medic Plastr 5%,5,362.1,334.7515,150,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98010,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98010,1502010J0AAELEL,Lido_Medic Plastr 5%,8,555.22,513.2898,230,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98017,0407030ACBBAAAA,Versatis_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98019,1502010J0AAELEL,Lido_Medic Plastr 5%,6,434.52,401.7018,180,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98030,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98030,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98031,1502010J0AAELEL,Lido_Medic Plastr 5%,10,869.04,803.3786,360,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98032,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,144.84,133.8881,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98032,1502010J0AAELEL,Lido_Medic Plastr 5%,4,289.68,267.8012,120,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98035,0407030ACBBAAAA,Versatis_Medic Plastr 5%,6,386.24,357.0766,160,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98035,1502010J0AAELEL,Lido_Medic Plastr 5%,7,458.66,424.0269,190,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98036,0407030ACBBAAAA,Versatis_Medic Plastr 5%,5,506.94,468.6271,210,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98036,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98040,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98040,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98041,1502010J0AAELEL,Lido_Medic Plastr 5%,7,506.94,468.6521,210,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98046,0407030ACBBAAAA,Versatis_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98046,1502010J0AAELEL,Lido_Medic Plastr 5%,5,579.36,535.5649,240,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98048,1502010J0AAELEL,Lido_Medic Plastr 5%,1,48.28,44.6377,20,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A5,W98627,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98003,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98004,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98004,1502010J0AAELEL,Lido_Medic Plastr 5%,5,506.94,468.6271,210,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98005,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98005,1502010J0AAELEL,Lido_Medic Plastr 5%,6,434.52,401.7018,180,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98008,0407030ACBBAAAA,Versatis_Medic Plastr 5%,3,217.26,200.8509,90,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98008,1502010J0AAELEL,Lido_Medic Plastr 5%,2,205.19,189.6821,85,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98012,1502010J0AAELEL,Lido_Medic Plastr 5%,5,362.1,334.7515,150,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98013,0407030ACBBAAAA,Versatis_Medic Plastr 5%,9,531.08,490.9897,220,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98013,1502010J0AAELEL,Lido_Medic Plastr 5%,5,265.54,245.5011,110,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98015,0407030ACBBAAAA,Versatis_Medic Plastr 5%,9,591.43,546.7712,245,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98015,1502010J0AAELEL,Lido_Medic Plastr 5%,5,362.1,334.7515,150,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98016,1502010J0AAELEL,Lido_Medic Plastr 5%,4,289.68,267.8012,120,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98020,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98021,0407030ACBBAAAA,Versatis_Medic Plastr 5%,23,1810.5,1673.7325,750,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98021,1502010J0AAELEL,Lido_Medic Plastr 5%,13,977.67,903.8228,405,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98022,1502010J0AAELEL,Lido_Medic Plastr 5%,7,579.36,535.5899,240,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98023,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98023,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98024,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98027,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98028,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98028,1502010J0AAELEL,Lido_Medic Plastr 5%,1,144.84,133.8881,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98029,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98033,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98033,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98034,1502010J0AAELEL,Lido_Medic Plastr 5%,3,168.98,156.2257,70,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98039,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.4,66.9318,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98043,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,12.07,11.1688,5,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98044,1502010J0AAELEL,Lido_Medic Plastr 5%,3,168.98,156.2257,70,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98045,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98049,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98049,1502010J0AAELEL,Lido_Medic Plastr 5%,9,458.66,424.0519,190,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98053,1502010J0AAELEL,Lido_Medic Plastr 5%,1,144.84,133.8881,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98056,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98057,1502010J0AAELEL,Lido_Medic Plastr 5%,8,422.45,390.5705,175,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98608,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98787,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,24.14,22.3251,10,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6A6,W98787,1502010J0AAELEL,Lido_Medic Plastr 5%,7,313.82,290.1513,130,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W00115,1502010J0AAELEL,Lido_Medic Plastr 5%,1,24.14,22.3251,10,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95009,1502010J0AAELEL,Lido_Medic Plastr 5%,3,156.91,145.0694,65,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95010,0407030ACBBAAAA,Versatis_Medic Plastr 5%,3,265.54,245.4761,110,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95010,1502010J0AAELEL,Lido_Medic Plastr 5%,18,1581.17,1461.7003,655,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95012,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95012,1502010J0AAELEL,Lido_Medic Plastr 5%,5,362.1,334.7515,150,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95017,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95017,1502010J0AAELEL,Lido_Medic Plastr 5%,9,760.41,702.9594,315,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95018,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95018,1502010J0AAELEL,Lido_Medic Plastr 5%,7,712.13,658.3092,295,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95031,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95031,1502010J0AAELEL,Lido_Medic Plastr 5%,3,289.68,267.7887,120,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95034,1502010J0AAELEL,Lido_Medic Plastr 5%,3,217.26,200.8509,90,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95035,0407030ACBBAAAA,Versatis_Medic Plastr 5%,3,217.26,200.8509,90,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95035,1502010J0AAELEL,Lido_Medic Plastr 5%,25,1774.29,1640.2886,735,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95037,1502010J0AAELEL,Lido_Medic Plastr 5%,4,289.68,267.8012,120,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95041,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95041,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95063,0407030ACBBAAAA,Versatis_Medic Plastr 5%,22,1532.89,1417.1251,635,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95063,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95064,1502010J0AAELEL,Lido_Medic Plastr 5%,5,301.75,278.97,125,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95067,1502010J0AAELEL,Lido_Medic Plastr 5%,3,362.1,334.7265,150,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95070,0407030ACBBAAAA,Versatis_Medic Plastr 5%,2,181.05,167.3695,75,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95070,1502010J0AAELEL,Lido_Medic Plastr 5%,7,506.94,468.6521,210,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A3,6B3,W95645,1502010J0AAELEL,Lido_Medic Plastr 5%,3,301.75,278.945,125,0,0,201804,ABERTAWE BRO MORGANNWG UNIVERSITY HEALTH BOARD,01.04.2018
7A7,6C4,W96001,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96002,0407030ACBBAAAA,Versatis_Medic Plastr 5%,4,289.68,267.8012,120,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96002,1502010J0AAELEL,Lido_Medic Plastr 5%,38,2051.9,1897.046,850,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96003,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,144.84,133.8881,60,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96003,1502010J0AAELEL,Lido_Medic Plastr 5%,36,2510.56,2320.9604,1040,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96004,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96005,0407030ACBBAAAA,Versatis_Medic Plastr 5%,3,217.26,200.8509,90,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96005,1502010J0AAELEL,Lido_Medic Plastr 5%,2,96.56,89.2754,40,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96006,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96007,1502010J0AAELEL,Lido_Medic Plastr 5%,5,362.1,334.7515,150,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96009,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96010,0407030ACBBAAAA,Versatis_Medic Plastr 5%,3,217.26,200.8509,90,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96010,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96011,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96011,1502010J0AAELEL,Lido_Medic Plastr 5%,16,1375.98,1272.0182,570,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96012,0407030ACBBAAAA,Versatis_Medic Plastr 5%,5,325.89,301.2826,135,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96013,1502010J0AAELEL,Lido_Medic Plastr 5%,6,434.52,401.7018,180,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96015,1502010J0AAELEL,Lido_Medic Plastr 5%,3,289.68,267.7887,120,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96016,1502010J0AAELEL,Lido_Medic Plastr 5%,6,458.66,424.0144,190,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96017,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96017,1502010J0AAELEL,Lido_Medic Plastr 5%,1,36.21,33.4814,15,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96438,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A7,6C4,W96438,1502010J0AAELEL,Lido_Medic Plastr 5%,3,217.26,200.8509,90,0,0,201804,POWYS TEACHING HEALTH BOARD,01.04.2018
7A5,6A9,W95001,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95001,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95004,1502010J0AAELEL,Lido_Medic Plastr 5%,7,494.87,457.4958,205,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95007,1502010J0AAELEL,Lido_Medic Plastr 5%,4,229.33,212.0197,95,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95011,0407030ACBBAAAA,Versatis_Medic Plastr 5%,7,506.94,468.6521,210,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95011,1502010J0AAELEL,Lido_Medic Plastr 5%,5,362.1,334.7515,150,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95014,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95014,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95016,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95016,1502010J0AAELEL,Lido_Medic Plastr 5%,4,434.52,401.6768,180,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95019,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95019,1502010J0AAELEL,Lido_Medic Plastr 5%,4,313.82,290.1138,130,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95020,1502010J0AAELEL,Lido_Medic Plastr 5%,6,422.45,390.5455,175,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95024,1502010J0AAELEL,Lido_Medic Plastr 5%,6,398.31,368.2329,165,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95025,1502010J0AAELEL,Lido_Medic Plastr 5%,7,506.94,468.6521,210,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95027,1502010J0AAELEL,Lido_Medic Plastr 5%,6,494.87,457.4833,205,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95029,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95030,0407030ACBBAAAA,Versatis_Medic Plastr 5%,8,579.36,535.6024,240,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95030,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95036,0407030ACBBAAAA,Versatis_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95036,1502010J0AAELEL,Lido_Medic Plastr 5%,8,506.94,468.6646,210,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95038,1502010J0AAELEL,Lido_Medic Plastr 5%,4,350.03,323.5827,145,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95044,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95044,1502010J0AAELEL,Lido_Medic Plastr 5%,10,869.04,803.3786,360,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95047,1502010J0AAELEL,Lido_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95051,0407030ACBBAAAA,Versatis_Medic Plastr 5%,4,253.47,234.3323,105,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95051,1502010J0AAELEL,Lido_Medic Plastr 5%,7,555.22,513.2773,230,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95054,0407030ACBBAAAA,Versatis_Medic Plastr 5%,6,410.38,379.3892,170,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95054,1502010J0AAELEL,Lido_Medic Plastr 5%,7,458.66,424.0269,190,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95055,0407030ACBBAAAA,Versatis_Medic Plastr 5%,3,181.05,167.382,75,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95055,1502010J0AAELEL,Lido_Medic Plastr 5%,2,144.84,133.9006,60,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95057,1502010J0AAELEL,Lido_Medic Plastr 5%,1,36.21,33.4814,15,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95058,0407030ACBBAAAA,Versatis_Medic Plastr 5%,1,72.42,66.9503,30,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95058,1502010J0AAELEL,Lido_Medic Plastr 5%,15,965.6,892.6915,400,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
7A5,6A9,W95060,1502010J0AAELEL,Lido_Medic Plastr 5%,3,144.84,133.9131,60,0,0,201804,CWM TAF UNIVERSITY HEALTH BOARD,01.04.2018
